Degrees C,Degrees F,Humidity,Timestamp
27.32,81.18,51.06,2022-07-29 14:05:02
27.46,81.43,51.01,2022-07-29 15:05:02
27.56,81.61,50.46,2022-07-29 16:05:02
27.69,81.84,50.36,2022-07-29 17:05:02
27.79,82.02,50.0,2022-07-29 18:05:02
27.15,80.87,42.39,2022-07-29 19:05:02
26.75,80.15,42.67,2022-07-29 20:05:02
26.13,79.03,45.46,2022-07-29 21:05:02
25.84,78.51,48.19,2022-07-29 22:05:01
25.52,77.94,50.88,2022-07-29 23:05:02
25.17,77.31,51.07,2022-07-30 00:05:02
24.8,76.64,51.88,2022-07-30 01:05:02
24.44,75.99,52.81,2022-07-30 02:05:02
24.16,75.49,53.44,2022-07-30 03:05:02
23.86,74.95,54.07,2022-07-30 04:05:02
23.67,74.61,54.53,2022-07-30 05:05:02
23.26,73.87,54.69,2022-07-30 06:05:03
24.41,75.94,52.39,2022-07-30 07:05:02
24.68,76.42,52.64,2022-07-30 08:05:02
26.05,78.89,51.79,2022-07-30 09:05:02
26.81,80.26,51.06,2022-07-30 10:05:02
27.49,81.48,50.88,2022-07-30 11:05:02
27.58,81.64,50.54,2022-07-30 12:05:02
26.84,80.31,44.12,2022-07-30 13:05:02
26.29,79.32,43.97,2022-07-30 14:05:02
26.35,79.43,45.25,2022-07-30 15:05:02
26.31,79.36,46.64,2022-07-30 16:05:02
26.35,79.43,45.45,2022-07-30 17:05:02
26.21,79.18,43.87,2022-07-30 18:05:02
26.53,79.75,46.23,2022-07-30 19:05:02
26.82,80.28,47.59,2022-07-30 20:05:02
26.95,80.51,46.43,2022-07-30 21:05:02
26.41,79.54,42.63,2022-07-30 22:05:02
26.42,79.56,44.92,2022-07-30 23:05:02
26.4,79.52,46.57,2022-07-31 00:05:02
26.29,79.32,45.15,2022-07-31 01:05:02
26.45,79.61,48.5,2022-07-31 02:05:02
26.38,79.48,48.07,2022-07-31 03:05:02
26.36,79.45,48.42,2022-07-31 04:05:02
26.32,79.38,48.62,2022-07-31 05:05:02
26.3,79.34,48.46,2022-07-31 06:05:02
26.58,79.84,48.25,2022-07-31 07:05:02
26.62,79.92,49.61,2022-07-31 08:05:02
27.57,81.63,49.07,2022-07-31 09:05:02
27.87,82.17,50.07,2022-07-31 10:05:02
27.11,80.8,42.74,2022-07-31 11:05:02
26.38,79.48,40.87,2022-07-31 12:05:02
26.51,79.72,43.95,2022-07-31 13:05:02
26.9,80.42,46.01,2022-07-31 14:05:02
27.6,81.68,46.09,2022-07-31 15:05:02
27.48,81.46,42.53,2022-07-31 16:05:02
27.37,81.27,44.35,2022-07-31 17:05:02
27.56,81.61,46.13,2022-07-31 18:05:02
27.58,81.64,44.29,2022-07-31 19:05:02
26.92,80.46,41.16,2022-07-31 20:05:02
26.74,80.13,45.88,2022-07-31 21:05:02
26.66,79.99,46.36,2022-07-31 22:05:02
26.6,79.88,46.17,2022-07-31 23:05:02
26.5,79.7,44.96,2022-08-01 00:05:02
26.69,80.04,48.48,2022-08-01 01:05:02
26.65,79.97,48.01,2022-08-01 02:05:02
26.57,79.83,47.72,2022-08-01 03:05:02
26.55,79.79,47.98,2022-08-01 04:05:02
26.66,79.99,48.33,2022-08-01 05:05:02
26.82,80.28,49.66,2022-08-01 06:05:02
26.91,80.44,49.65,2022-08-01 07:05:02
27.01,80.62,49.71,2022-08-01 08:05:02
27.24,81.03,49.46,2022-08-01 09:05:02
27.64,81.75,48.57,2022-08-01 10:05:02
27.9,82.22,48.02,2022-08-01 11:05:02
28.0,82.4,47.9,2022-08-01 12:05:02
28.02,82.44,47.99,2022-08-01 13:05:02
28.14,82.65,48.24,2022-08-01 14:05:02
28.23,82.81,48.28,2022-08-01 15:05:02
28.32,82.98,48.35,2022-08-01 16:05:02
28.34,83.01,47.83,2022-08-01 17:05:02
27.56,81.61,41.93,2022-08-01 18:05:02
27.03,80.65,42.69,2022-08-01 19:05:01
26.37,79.47,40.02,2022-08-01 20:05:02
26.51,79.72,45.99,2022-08-01 21:05:02
26.48,79.66,45.56,2022-08-01 22:05:02
26.45,79.61,45.46,2022-08-01 23:05:02
26.55,79.79,47.02,2022-08-02 00:05:02
26.58,79.84,48.29,2022-08-02 01:05:02
26.68,80.02,47.64,2022-08-02 02:05:02
26.79,80.22,47.99,2022-08-02 03:05:02
26.85,80.33,48.14,2022-08-02 04:05:02
26.89,80.4,48.49,2022-08-02 05:05:02
26.97,80.55,49.97,2022-08-02 06:05:02
27.09,80.76,50.07,2022-08-02 07:05:02
27.25,81.05,50.24,2022-08-02 08:05:02
27.59,81.66,49.77,2022-08-02 09:05:02
27.78,82.0,49.75,2022-08-02 10:05:02
28.09,82.56,49.6,2022-08-02 11:05:02
28.29,82.92,49.79,2022-08-02 12:05:02
28.51,83.32,50.14,2022-08-02 13:05:02
28.61,83.5,49.96,2022-08-02 14:05:02
28.0,82.4,44.23,2022-08-02 15:05:02
27.42,81.36,41.95,2022-08-02 16:05:02
26.86,80.35,43.68,2022-08-02 17:05:02
26.4,79.52,43.05,2022-08-02 18:05:02
26.84,80.31,49.73,2022-08-02 19:05:02
26.56,79.81,44.46,2022-08-02 20:05:02
26.49,79.68,47.22,2022-08-02 21:05:02
26.36,79.45,44.71,2022-08-02 22:05:02
26.47,79.65,44.87,2022-08-02 23:05:02
26.56,79.81,46.89,2022-08-03 00:05:02
26.64,79.95,48.25,2022-08-03 01:05:02
26.61,79.9,48.0,2022-08-03 02:05:02
26.56,79.81,47.87,2022-08-03 03:05:02
26.55,79.79,46.53,2022-08-03 04:05:02
26.48,79.66,46.44,2022-08-03 05:05:02
26.4,79.52,46.51,2022-08-03 06:05:02
26.62,79.92,48.07,2022-08-03 07:05:02
26.97,80.55,48.33,2022-08-03 08:05:02
27.5,81.5,48.34,2022-08-03 09:05:02
28.0,82.4,48.16,2022-08-03 10:05:02
28.33,82.99,47.64,2022-08-03 11:05:02
28.48,83.26,47.83,2022-08-03 12:05:02
28.62,83.52,47.92,2022-08-03 13:05:02
28.78,83.8,47.89,2022-08-03 14:05:02
28.93,84.07,47.89,2022-08-03 15:05:02
29.08,84.34,47.97,2022-08-03 16:05:02
29.16,84.49,47.95,2022-08-03 17:05:02
29.25,84.65,47.94,2022-08-03 18:05:02
29.01,84.22,45.57,2022-08-03 19:05:02
28.16,82.69,41.79,2022-08-03 20:05:02
27.14,80.85,38.72,2022-08-03 21:05:02
26.81,80.26,46.04,2022-08-03 22:05:02
26.26,79.27,47.47,2022-08-03 23:05:02
25.81,78.46,48.13,2022-08-04 00:05:02
25.32,77.58,48.96,2022-08-04 01:05:02
24.83,76.69,50.27,2022-08-04 02:05:02
24.52,76.14,50.52,2022-08-04 03:05:02
24.0,75.2,51.53,2022-08-04 04:05:02
23.51,74.32,52.51,2022-08-04 05:05:02
23.4,74.12,53.06,2022-08-04 06:05:02
23.42,74.16,54.7,2022-08-04 07:05:02
24.73,76.51,54.25,2022-08-04 08:05:02
25.86,78.55,52.43,2022-08-04 09:05:02
26.63,79.93,51.42,2022-08-04 10:05:02
27.14,80.85,50.54,2022-08-04 11:05:02
27.37,81.27,49.94,2022-08-04 12:05:02
27.59,81.66,52.99,2022-08-04 13:05:02
27.81,82.06,51.99,2022-08-04 14:05:02
27.99,82.38,51.46,2022-08-04 15:05:02
28.14,82.65,50.94,2022-08-04 16:05:02
28.28,82.9,50.62,2022-08-04 17:05:02
28.37,83.07,49.21,2022-08-04 18:05:02
27.64,81.75,44.02,2022-08-04 19:05:02
26.94,80.49,42.77,2022-08-04 20:05:02
26.5,79.7,41.76,2022-08-04 21:05:02
26.62,79.92,44.66,2022-08-04 22:05:02
26.72,80.1,46.95,2022-08-04 23:05:02
26.67,80.01,46.67,2022-08-05 00:05:02
26.67,80.01,47.03,2022-08-05 01:05:02
26.64,79.95,46.64,2022-08-05 02:05:02
26.58,79.84,46.77,2022-08-05 03:05:02
26.55,79.79,47.0,2022-08-05 04:05:02
26.44,79.59,47.25,2022-08-05 05:05:02
26.38,79.48,46.53,2022-08-05 06:05:02
26.51,79.72,47.81,2022-08-05 07:05:02
26.88,80.38,48.22,2022-08-05 08:05:02
27.44,81.39,48.97,2022-08-05 09:05:02
27.91,82.24,48.51,2022-08-05 10:05:02
28.28,82.9,48.03,2022-08-05 11:05:02
28.47,83.25,48.39,2022-08-05 12:05:02
28.36,83.05,46.9,2022-08-05 13:05:02
28.52,83.34,47.49,2022-08-05 14:05:02
28.64,83.55,46.97,2022-08-05 15:05:02
27.87,82.17,41.09,2022-08-05 16:05:02
27.15,80.87,39.74,2022-08-05 17:05:02
26.9,80.42,42.87,2022-08-05 18:05:02
26.81,80.26,42.84,2022-08-05 19:05:02
26.47,79.65,41.21,2022-08-05 20:05:02
26.74,80.13,45.9,2022-08-05 21:05:02
26.71,80.08,45.48,2022-08-05 22:05:02
26.7,80.06,45.89,2022-08-05 23:05:02
26.63,79.93,45.39,2022-08-06 00:05:02
26.52,79.74,44.0,2022-08-06 01:05:02
26.46,79.63,44.3,2022-08-06 02:05:02
26.66,79.99,47.67,2022-08-06 03:05:02
26.6,79.88,47.54,2022-08-06 04:05:02
26.78,80.2,48.1,2022-08-06 05:05:02
26.97,80.55,48.14,2022-08-06 06:05:02
27.15,80.87,48.64,2022-08-06 07:05:02
27.31,81.16,49.3,2022-08-06 08:05:02
26.93,80.47,66.01,2022-08-06 09:05:02
26.57,79.83,68.56,2022-08-06 10:05:02
26.53,79.75,70.0,2022-08-06 11:05:02
26.66,79.99,53.56,2022-08-06 12:05:02
26.52,79.74,47.39,2022-08-06 13:05:02
26.64,79.95,51.7,2022-08-06 14:05:02
26.91,80.44,52.22,2022-08-06 15:05:02
26.78,80.2,45.06,2022-08-06 16:05:02
26.72,80.1,47.79,2022-08-06 17:05:02
26.3,79.34,45.38,2022-08-06 18:05:02
26.5,79.7,47.3,2022-08-06 19:05:02
26.25,79.25,44.96,2022-08-06 20:05:02
26.42,79.56,48.26,2022-08-06 21:05:02
26.53,79.75,49.55,2022-08-06 22:05:02
26.61,79.9,49.57,2022-08-06 23:05:02
26.66,79.99,50.51,2022-08-07 00:05:02
26.71,80.08,50.43,2022-08-07 01:05:02
26.69,80.04,50.54,2022-08-07 02:05:02
26.77,80.19,51.24,2022-08-07 03:05:02
26.89,80.4,51.7,2022-08-07 04:05:02
26.97,80.55,51.26,2022-08-07 05:05:02
27.03,80.65,51.58,2022-08-07 06:05:02
27.1,80.78,53.11,2022-08-07 07:05:02
27.21,80.98,52.76,2022-08-07 08:05:02
25.66,78.19,51.48,2022-08-07 09:05:02
24.64,76.35,55.17,2022-08-07 10:05:02
24.21,75.58,58.12,2022-08-07 11:05:02
24.84,76.71,57.56,2022-08-07 12:05:02
25.53,77.95,56.04,2022-08-07 13:05:02
25.96,78.73,54.68,2022-08-07 14:05:02
26.22,79.2,54.21,2022-08-07 15:05:02
26.47,79.65,53.84,2022-08-07 16:05:02
26.64,79.95,53.35,2022-08-07 17:05:02
26.77,80.19,53.04,2022-08-07 18:05:02
26.85,80.33,52.58,2022-08-07 19:05:02
26.91,80.44,52.21,2022-08-07 20:05:02
27.01,80.62,52.22,2022-08-07 21:05:02
27.03,80.65,51.87,2022-08-07 22:05:02
27.06,80.71,51.73,2022-08-07 23:05:02
27.05,80.69,51.65,2022-08-08 00:05:02
27.01,80.62,51.55,2022-08-08 01:05:02
26.99,80.58,51.48,2022-08-08 02:05:02
26.93,80.47,51.39,2022-08-08 03:05:02
26.87,80.37,51.4,2022-08-08 04:05:02
26.81,80.26,51.34,2022-08-08 05:05:02
26.73,80.11,51.34,2022-08-08 06:05:02
26.68,80.02,51.27,2022-08-08 07:05:02
26.63,79.93,51.28,2022-08-08 08:05:02
26.63,79.93,51.16,2022-08-08 09:05:02
26.76,80.17,50.95,2022-08-08 10:05:02
26.99,80.58,50.59,2022-08-08 11:05:02
27.08,80.74,50.23,2022-08-08 12:05:02
27.15,80.87,50.28,2022-08-08 13:05:02
27.19,80.94,50.26,2022-08-08 14:05:02
27.24,81.03,50.21,2022-08-08 15:05:02
27.34,81.21,50.33,2022-08-08 16:05:02
27.43,81.37,50.26,2022-08-08 17:05:02
27.54,81.57,50.31,2022-08-08 18:05:02
27.6,81.68,50.15,2022-08-08 19:05:02
27.66,81.79,50.11,2022-08-08 20:05:02
27.71,81.88,50.11,2022-08-08 21:05:02
27.71,81.88,50.17,2022-08-08 22:05:02
27.72,81.9,50.33,2022-08-08 23:05:02
27.66,81.79,50.29,2022-08-09 00:05:02
27.63,81.73,50.42,2022-08-09 01:05:02
27.58,81.64,50.38,2022-08-09 02:05:02
27.51,81.52,50.39,2022-08-09 03:05:02
27.48,81.46,50.42,2022-08-09 04:05:02
27.36,81.25,50.47,2022-08-09 05:05:02
27.28,81.1,50.58,2022-08-09 06:05:02
27.19,80.94,50.54,2022-08-09 07:05:02
27.42,81.36,50.47,2022-08-09 08:05:02
27.78,82.0,50.05,2022-08-09 09:05:02
28.04,82.47,49.77,2022-08-09 10:05:02
28.28,82.9,49.29,2022-08-09 11:05:02
28.32,82.98,48.98,2022-08-09 12:05:02
28.32,82.98,49.16,2022-08-09 13:05:02
28.37,83.07,49.13,2022-08-09 14:05:02
28.4,83.12,49.18,2022-08-09 15:05:02
28.47,83.25,49.18,2022-08-09 16:05:02
28.52,83.34,49.16,2022-08-09 17:05:02
28.59,83.46,49.33,2022-08-09 18:05:02
28.38,83.08,46.06,2022-08-09 19:05:01
27.84,82.11,45.26,2022-08-09 20:05:02
26.98,80.56,45.18,2022-08-09 21:05:02
26.57,79.83,46.31,2022-08-09 22:05:02
26.47,79.65,45.81,2022-08-09 23:05:02
26.75,80.15,50.01,2022-08-10 00:05:02
26.65,79.97,48.76,2022-08-10 01:05:02
26.61,79.9,47.63,2022-08-10 02:05:02
26.64,79.95,50.58,2022-08-10 03:05:02
26.58,79.84,50.36,2022-08-10 04:05:02
26.36,79.45,48.03,2022-08-10 05:05:02
26.43,79.57,51.23,2022-08-10 06:05:02
26.62,79.92,54.5,2022-08-10 07:05:02
26.92,80.46,54.35,2022-08-10 08:05:02
27.27,81.09,53.44,2022-08-10 09:05:02
27.6,81.68,52.86,2022-08-10 10:05:02
27.86,82.15,52.75,2022-08-10 11:05:02
28.05,82.49,52.36,2022-08-10 12:05:02
28.19,82.74,52.11,2022-08-10 13:05:02
28.3,82.94,51.96,2022-08-10 14:05:02
28.42,83.16,52.01,2022-08-10 15:05:02
28.55,83.39,52.0,2022-08-10 16:05:02
28.6,83.48,50.21,2022-08-10 17:05:02
28.03,82.45,45.72,2022-08-10 18:05:02
27.43,81.37,43.8,2022-08-10 19:05:02
26.91,80.44,43.02,2022-08-10 20:05:02
26.67,80.01,43.64,2022-08-10 21:05:02
26.77,80.19,47.5,2022-08-10 22:05:02
26.56,79.81,46.14,2022-08-10 23:05:02
26.57,79.83,45.29,2022-08-11 00:05:02
26.64,79.95,48.45,2022-08-11 01:05:02
26.58,79.84,47.23,2022-08-11 02:05:02
26.65,79.97,48.91,2022-08-11 03:05:02
26.57,79.83,48.86,2022-08-11 04:05:02
26.62,79.92,48.58,2022-08-11 05:05:02
25.33,77.59,48.67,2022-08-11 06:05:02
25.52,77.94,48.29,2022-08-11 07:05:02
25.92,78.66,49.38,2022-08-11 08:05:02
26.31,79.36,49.56,2022-08-11 09:05:02
26.79,80.22,49.31,2022-08-11 10:05:02
27.2,80.96,48.86,2022-08-11 11:05:02
27.4,81.32,48.87,2022-08-11 12:05:02
26.95,80.51,43.78,2022-08-11 13:05:02
26.79,80.22,44.91,2022-08-11 14:05:02
27.05,80.69,46.27,2022-08-11 15:05:02
27.29,81.12,47.19,2022-08-11 16:05:03
26.73,80.11,44.7,2022-08-11 17:05:02
26.68,80.02,45.25,2022-08-11 18:05:02
26.73,80.11,45.57,2022-08-11 19:05:02
26.45,79.61,45.67,2022-08-11 20:05:02
26.55,79.79,47.26,2022-08-11 21:05:02
26.46,79.63,47.97,2022-08-11 22:05:02
26.47,79.65,46.84,2022-08-11 23:05:02
26.51,79.72,48.15,2022-08-12 00:05:02
26.54,79.77,49.56,2022-08-12 01:05:02
26.41,79.54,48.83,2022-08-12 02:05:01
26.51,79.72,49.49,2022-08-12 03:05:02
26.58,79.84,49.14,2022-08-12 04:05:02
26.68,80.02,50.48,2022-08-12 05:05:02
26.79,80.22,51.51,2022-08-12 06:05:02
26.89,80.4,54.29,2022-08-12 07:05:02
26.77,80.19,51.3,2022-08-12 08:05:01
26.85,80.33,52.87,2022-08-12 09:05:02
26.94,80.49,53.2,2022-08-12 10:05:02
26.96,80.53,52.51,2022-08-12 11:05:02
26.96,80.53,51.97,2022-08-12 12:05:02
26.94,80.49,51.55,2022-08-12 13:05:02
26.97,80.55,51.51,2022-08-12 14:05:02
27.04,80.67,51.56,2022-08-12 15:05:02
27.1,80.78,51.31,2022-08-12 16:05:02
27.16,80.89,51.35,2022-08-12 17:05:02
27.24,81.03,51.49,2022-08-12 18:05:02
26.15,79.07,50.75,2022-08-12 19:05:02
25.13,77.23,53.27,2022-08-12 20:05:02
24.54,76.17,54.81,2022-08-12 21:05:02
24.11,75.4,55.91,2022-08-12 22:05:02
24.14,75.45,56.06,2022-08-12 23:05:02
24.07,75.33,55.88,2022-08-13 00:05:02
23.97,75.15,55.82,2022-08-13 01:05:02
23.83,74.89,56.14,2022-08-13 02:05:02
23.75,74.75,56.19,2022-08-13 03:05:02
23.36,74.05,56.94,2022-08-13 04:05:02
22.92,73.26,57.11,2022-08-13 05:05:02
22.69,72.84,58.3,2022-08-13 06:05:02
22.84,73.11,58.61,2022-08-13 07:05:02
23.78,74.8,57.75,2022-08-13 08:05:02
24.39,75.9,56.02,2022-08-13 09:05:01
24.95,76.91,56.2,2022-08-13 10:05:02
25.48,77.86,55.11,2022-08-13 11:05:02
25.66,78.19,56.04,2022-08-13 12:05:02
25.94,78.69,57.26,2022-08-13 13:05:02
26.27,79.29,57.67,2022-08-13 14:05:02
26.42,79.56,55.5,2022-08-13 15:05:02
26.41,79.54,53.88,2022-08-13 16:05:02
26.61,79.9,55.14,2022-08-13 17:05:02
26.63,79.93,54.25,2022-08-13 18:05:02
26.57,79.83,52.69,2022-08-13 19:05:02
25.82,78.48,50.25,2022-08-13 20:05:02
25.42,77.76,50.49,2022-08-13 21:05:02
24.58,76.24,51.41,2022-08-13 22:05:02
23.79,74.82,53.86,2022-08-13 23:05:01
23.4,74.12,55.38,2022-08-14 00:05:02
24.2,75.56,55.5,2022-08-14 01:05:02
24.55,76.19,54.01,2022-08-14 02:05:02
24.61,76.3,52.77,2022-08-14 03:05:02
24.56,76.21,52.14,2022-08-14 04:05:02
24.47,76.05,53.31,2022-08-14 05:05:02
24.34,75.81,53.21,2022-08-14 06:05:02
24.28,75.7,53.48,2022-08-14 07:05:02
24.18,75.52,52.56,2022-08-14 08:05:01
24.38,75.88,55.36,2022-08-14 09:05:02
24.87,76.77,55.66,2022-08-14 10:05:02
25.24,77.43,55.6,2022-08-14 11:05:02
25.32,77.58,53.92,2022-08-14 12:05:02
25.81,78.46,53.68,2022-08-14 13:05:02
26.11,79.0,54.21,2022-08-14 14:05:02
26.59,79.86,53.91,2022-08-14 15:05:02
26.83,80.29,53.1,2022-08-14 16:05:02
26.26,79.27,52.94,2022-08-14 17:05:02
25.82,78.48,54.39,2022-08-14 18:05:02
25.69,78.24,55.09,2022-08-14 19:05:02
25.45,77.81,55.37,2022-08-14 20:05:02
24.99,76.98,56.22,2022-08-14 21:05:02
24.57,76.23,57.08,2022-08-14 22:05:02
24.16,75.49,58.12,2022-08-14 23:05:02
23.71,74.68,59.31,2022-08-15 00:05:02
23.31,73.96,60.38,2022-08-15 01:05:02
22.89,73.2,60.72,2022-08-15 02:05:02
22.68,72.82,60.98,2022-08-15 03:05:02
22.31,72.16,61.31,2022-08-15 04:05:02
23.31,73.96,60.39,2022-08-15 05:05:02
24.11,75.4,59.23,2022-08-15 06:05:02
24.65,76.37,57.35,2022-08-15 07:05:02
25.39,77.7,56.14,2022-08-15 08:05:02
26.11,79.0,55.02,2022-08-15 09:05:02
26.63,79.93,54.57,2022-08-15 10:05:02
26.7,80.06,54.16,2022-08-15 11:05:02
26.83,80.29,54.0,2022-08-15 12:05:02
26.92,80.46,53.84,2022-08-15 13:05:02
27.06,80.71,53.73,2022-08-15 14:05:02
27.19,80.94,53.41,2022-08-15 15:05:02
27.29,81.12,53.3,2022-08-15 16:05:02
27.38,81.28,53.11,2022-08-15 17:05:02
27.49,81.48,53.04,2022-08-15 18:05:02
27.53,81.55,53.1,2022-08-15 19:05:02
27.62,81.72,53.57,2022-08-15 20:05:02
27.67,81.81,53.83,2022-08-15 21:05:02
26.12,79.02,56.77,2022-08-15 22:05:02
25.53,77.95,59.23,2022-08-15 23:05:02
25.15,77.27,60.33,2022-08-16 00:05:02
24.89,76.8,61.14,2022-08-16 01:05:02
24.65,76.37,61.79,2022-08-16 02:05:02
24.48,76.06,62.38,2022-08-16 03:05:02
24.38,75.88,62.98,2022-08-16 04:05:02
24.34,75.81,64.03,2022-08-16 05:05:02
24.12,75.42,64.39,2022-08-16 06:05:02
24.99,76.98,62.32,2022-08-16 07:05:02
25.67,78.21,60.15,2022-08-16 08:05:02
26.37,79.47,58.67,2022-08-16 09:05:01
26.93,80.47,57.71,2022-08-16 10:05:02
27.33,81.19,57.01,2022-08-16 11:05:02
27.59,81.66,56.01,2022-08-16 12:05:02
27.79,82.02,55.74,2022-08-16 13:05:02
27.98,82.36,55.65,2022-08-16 14:05:02
28.2,82.76,55.37,2022-08-16 15:05:02
28.36,83.05,55.54,2022-08-16 16:05:02
28.2,82.76,48.57,2022-08-16 17:05:02
28.03,82.45,48.45,2022-08-16 18:05:02
28.04,82.47,47.41,2022-08-16 19:05:02
27.99,82.38,47.9,2022-08-16 20:05:02
27.65,81.77,44.94,2022-08-16 21:05:02
26.97,80.55,43.36,2022-08-16 22:05:01
26.71,80.08,46.31,2022-08-16 23:05:02
26.45,79.61,44.01,2022-08-17 00:05:02
26.56,79.81,48.57,2022-08-17 01:05:02
26.36,79.45,46.34,2022-08-17 02:05:02
26.51,79.72,49.31,2022-08-17 03:05:01
26.44,79.59,47.94,2022-08-17 04:05:02
26.61,79.9,49.44,2022-08-17 05:05:02
26.74,80.13,51.12,2022-08-17 06:05:02
26.87,80.37,50.82,2022-08-17 07:05:02
27.13,80.83,50.87,2022-08-17 08:05:02
27.56,81.61,50.54,2022-08-17 09:05:02
27.96,82.33,50.2,2022-08-17 10:05:02
28.27,82.89,50.25,2022-08-17 11:05:02
28.4,83.12,50.15,2022-08-17 12:05:02
28.5,83.3,50.52,2022-08-17 13:05:02
28.55,83.39,50.42,2022-08-17 14:05:02
28.13,82.63,44.15,2022-08-17 15:05:02
28.02,82.44,47.03,2022-08-17 16:05:02
28.16,82.69,48.1,2022-08-17 17:05:02
27.8,82.04,44.11,2022-08-17 18:05:02
27.59,81.66,46.08,2022-08-17 19:05:02
27.85,82.13,47.93,2022-08-17 20:05:02
27.97,82.35,48.59,2022-08-17 21:05:02
27.89,82.2,46.28,2022-08-17 22:05:02
27.13,80.83,41.84,2022-08-17 23:05:02
27.16,80.89,46.31,2022-08-18 00:05:02
26.68,80.02,45.02,2022-08-18 01:05:02
26.79,80.22,48.62,2022-08-18 02:05:01
26.73,80.11,46.86,2022-08-18 03:05:02
26.65,79.97,49.53,2022-08-18 04:05:02
26.43,79.57,48.18,2022-08-18 05:05:02
26.77,80.19,49.73,2022-08-18 06:05:02
26.7,80.06,52.95,2022-08-18 07:05:02
27.02,80.64,53.87,2022-08-18 08:05:02
27.45,81.41,52.9,2022-08-18 09:05:02
27.79,82.02,52.21,2022-08-18 10:05:02
27.95,82.31,53.47,2022-08-18 11:05:02
28.19,82.74,53.53,2022-08-18 12:05:02
28.21,82.78,53.29,2022-08-18 13:05:02
28.28,82.9,53.27,2022-08-18 14:05:02
28.4,83.12,53.25,2022-08-18 15:05:02
28.48,83.26,53.3,2022-08-18 16:05:02
28.55,83.39,53.3,2022-08-18 17:05:02
28.57,83.43,53.13,2022-08-18 18:05:02
28.42,83.16,51.11,2022-08-18 19:05:02
26.75,80.15,54.74,2022-08-18 20:05:02
26.73,80.11,46.06,2022-08-18 21:05:02
26.66,79.99,49.13,2022-08-18 22:05:02
26.48,79.66,46.97,2022-08-18 23:05:02
26.61,79.9,49.97,2022-08-19 00:05:02
26.4,79.52,47.7,2022-08-19 01:05:02
26.5,79.7,50.63,2022-08-19 02:05:02
26.54,79.77,50.92,2022-08-19 03:05:02
26.52,79.74,51.59,2022-08-19 04:05:02
26.35,79.43,50.83,2022-08-19 05:05:02
26.48,79.66,52.68,2022-08-19 06:05:02
26.56,79.81,52.44,2022-08-19 07:05:02
26.74,80.13,52.62,2022-08-19 08:05:02
26.91,80.44,52.28,2022-08-19 09:05:02
27.09,80.76,52.0,2022-08-19 10:05:02
27.12,80.82,51.81,2022-08-19 11:05:02
27.22,81.0,51.96,2022-08-19 12:05:02
27.28,81.1,52.08,2022-08-19 13:05:02
27.48,81.46,51.96,2022-08-19 14:05:02
27.61,81.7,51.91,2022-08-19 15:05:02
27.76,81.97,51.94,2022-08-19 16:05:02
27.84,82.11,51.53,2022-08-19 17:05:02
27.82,82.08,51.66,2022-08-19 18:05:02
26.88,80.38,54.25,2022-08-19 19:05:02
25.72,78.3,56.99,2022-08-19 20:05:01
24.89,76.8,59.94,2022-08-19 21:05:02
24.93,76.87,59.08,2022-08-19 22:05:02
24.87,76.77,59.5,2022-08-19 23:05:02
24.47,76.05,60.99,2022-08-20 00:05:02
24.11,75.4,61.85,2022-08-20 01:05:02
23.86,74.95,62.84,2022-08-20 02:05:02
23.64,74.55,63.11,2022-08-20 03:05:02
24.26,75.67,61.3,2022-08-20 04:05:02
24.91,76.84,60.65,2022-08-20 05:05:02
25.32,77.58,59.62,2022-08-20 06:05:02
25.7,78.26,59.69,2022-08-20 07:05:02
25.89,78.6,60.58,2022-08-20 08:05:02
24.84,76.71,60.65,2022-08-20 09:05:02
24.33,75.79,61.51,2022-08-20 10:05:02
24.16,75.49,62.38,2022-08-20 11:05:02
24.38,75.88,62.86,2022-08-20 12:05:02
24.4,75.92,63.45,2022-08-20 13:05:02
24.57,76.23,63.2,2022-08-20 14:05:02
24.8,76.64,62.67,2022-08-20 15:05:02
25.14,77.25,61.7,2022-08-20 16:05:02
25.51,77.92,61.24,2022-08-20 17:05:02
25.62,78.12,60.91,2022-08-20 18:05:02
25.27,77.49,60.98,2022-08-20 19:05:02
24.78,76.6,61.73,2022-08-20 20:05:02
24.19,75.54,63.76,2022-08-20 21:05:02
24.12,75.42,64.48,2022-08-20 22:05:02
23.9,75.02,64.56,2022-08-20 23:05:02
23.58,74.44,64.79,2022-08-21 00:05:02
23.3,73.94,64.91,2022-08-21 01:05:02
23.07,73.53,64.82,2022-08-21 02:05:02
22.72,72.9,64.33,2022-08-21 03:05:02
22.45,72.41,64.63,2022-08-21 04:05:02
22.24,72.03,64.49,2022-08-21 05:05:02
21.93,71.47,63.63,2022-08-21 06:05:02
21.73,71.11,63.72,2022-08-21 07:05:02
23.3,73.94,63.06,2022-08-21 08:05:01
24.65,76.37,63.03,2022-08-21 09:05:02
25.7,78.26,59.43,2022-08-21 10:05:02
26.39,79.5,56.9,2022-08-21 11:05:01
26.73,80.11,56.92,2022-08-21 12:05:02
26.96,80.53,57.36,2022-08-21 13:05:02
27.08,80.74,57.19,2022-08-21 14:05:01
27.22,81.0,56.94,2022-08-21 15:05:02
27.41,81.34,57.15,2022-08-21 16:05:02
27.56,81.61,57.21,2022-08-21 17:05:01
27.68,81.82,57.07,2022-08-21 18:05:02
27.0,80.6,48.23,2022-08-21 19:05:02
26.48,79.66,50.4,2022-08-21 20:05:02
